"game_id","title","release","genre","developer","country","platform","percentage_non_male","criteria","female_team","female_teampercentage","avg_reviews","age_range","sexualization_total","gender","damsel_in_distress"
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Elderly",0,"Male",False
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Young adult",1,"Female",True
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Young adult",0,"Male",False
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Young adult",0,"Male",False
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Middle-aged",0,"Male",False
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Middle-aged",0,"Male",False
"FC3","Far Cry 3","2019-11-01 00:00:00","Action","Ubisoft Montreal","CAN","Multi","21%","TR",0,"0%",8.8,"Young adult",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Unknown",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Adult",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Young adult",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Middle-aged",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Unknown",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Middle-aged",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",2,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",1,"Female",True
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Young adult",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Teenager",0,"Female",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Middle-aged",0,"Male",False
"PSN5","Persona 5","2016-09-01 00:00:00","RPG","P-Studio","JPN","Multi","44%","TR",0,"0%",9.5,"Adult",0,"Male",False
"TN","Tunic","2022-09-01 00:00:00","Action-adventure","Andrew Shouldice","CAN","Multi","100%","TR",0,"0%",8.9,"Unknown",0,"Non-binary",False
"TN","Tunic","2022-09-01 00:00:00","Action-adventure","Andrew Shouldice","CAN","Multi","100%","TR",0,"0%",8.9,"Unknown",0,"Non-binary",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Custom",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Unknown",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Unknown",0,"Non-binary",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Unknown",0,"Non-binary",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Female",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"ER","Elden Ring","2022-02-01 00:00:00","RPG","FromSoftware","JPN","Multi","47%","TR",0,"0%",9.9,"Adult",0,"Male",False
"TSPUD","The Stanley Parable (Ultra Deluxe)","2022-04-01 00:00:00","Interactive Story","Galactic Cafe","GBR","Multi","0%","TR",1,"25%",9,"Adult",0,"Male",False
"TSPUD","The Stanley Parable (Ultra Deluxe)","2022-04-01 00:00:00","Interactive Story","Galactic Cafe","GBR","Multi","0%","TR",1,"25%",9,"Unknown",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Adult",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Unknown",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Adult",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Unknown",0,"Non-binary",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Adult",1,"Female",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Adult",2,"Female",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Adult",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Unknown",0,"Male",False
"NW","Neon White","2022-06-01 00:00:00","Action","Angel Matrix","USA","Multi","44%","TR",0,"0%",8.6,"Unknown",0,"Female",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",0,"Male",False
"CH","Cuphead","2017-09-01 00:00:00","Action","Studio MDHR","CAN","Multi","14%","TR",2,"25%",8.9,"Unknown",1,"Female",True
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Male",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Female",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Female",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Male",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Male",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Female",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Male",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Female",False
"DL","Deathloop","2021-09-01 00:00:00","Action","Arkane Lyon","FRA","Multi","44%","TR",1,"14%",9.5,"Adult",0,"Male",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Young adult",1,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Young adult",0,"Male",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Young adult",1,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Unknown",0,"Non-binary",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",0,"Male",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",1,"Male",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Teenager",0,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",0,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",0,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Unknown",0,"Male",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",0,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Adult",0,"Female",False
"NRA","NieR: Automata","2017-02-01 00:00:00","RPG","PlatinumGames","JPN","Multi","62%","TR",1,"8%",9,"Child",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Non-binary",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Teenager",0,"Custom",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Elderly",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Middle-aged",0,"Non-binary",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Child",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Female",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Male",False
"IWATE","I Was a Teenage Exocolonist","2022-08-01 00:00:00","RPG","Northway Gates","CAN","Multi","52%","TR",4,"67%",8.9,"Adult",0,"Male",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Adult",0,"Female",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Unknown",0,"Non-binary",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Unknown",0,"Non-binary",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Adult",0,"Male",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Adult",0,"Male",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Adult",0,"Male",False
"IMM","Immortality","2022-08-01 00:00:00","Interactive Story","Sam Barlow","GBR","Multi","57%","TR",4,"31%",8.5,"Adult",0,"Female",False
"DEL","Disco Elysium","2019-10-01 00:00:00","RPG","ZA/UM","GBR","Multi","33%","TR",0,"0%",9.3,"Middle-aged",0,"Male",False
"DEL","Disco Elysium","2019-10-01 00:00:00","RPG","ZA/UM","GBR","Multi","33%","TR",0,"0%",9.3,"Middle-aged",0,"Male",False
"DEL","Disco Elysium","2019-10-01 00:00:00","RPG","ZA/UM","GBR","Multi","33%","TR",0,"0%",9.3,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Female",False
"HA","Hades","2021-09-01 00:00:00","RPG","Supergiant Games","USA","Computer","44%","TR",2,"20%",9.1,"Adult",0,"Male",False
"CACW","Chicory: A Colorful World","2021-06-01 00:00:00","Adventure","Finji","USA","Multi","100%","TR",2,"67%",9.1,"Unknown",0,"Non-binary",False
"CACW","Chicory: A Colorful World","2021-06-01 00:00:00","Adventure","Finji","USA","Multi","100%","TR",2,"67%",9.1,"Unknown",0,"Female",False
"CACW","Chicory: A Colorful World","2021-06-01 00:00:00","Adventure","Finji","USA","Multi","100%","TR",2,"67%",9.1,"Unknown",0,"Female",False
"ITT","It Takes Two","2021-03-01 00:00:00","Action-adventure","Hazelight Studios","SWE","Multi","50%","TR",1,"20%",9,"Adult",0,"Male",False
"ITT","It Takes Two","2021-03-01 00:00:00","Action-adventure","Hazelight Studios","SWE","Multi","50%","TR",1,"20%",9,"Adult",0,"Female",False
"ITT","It Takes Two","2021-03-01 00:00:00","Action-adventure","Hazelight Studios","SWE","Multi","50%","TR",1,"20%",9,"Child",0,"Female",False
"ITT","It Takes Two","2021-03-01 00:00:00","Action-adventure","Hazelight Studios","SWE","Multi","50%","TR",1,"20%",9,"Unknown",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Female",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Female",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Middle-aged",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Middle-aged",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Female",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Child",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Teenager",0,"Female",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Adult",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Male",False
"TLOU2","The Last of Us Part II","2020-06-01 00:00:00","Action-adventure","Naughty Dog","USA","PS4","45%","TR",2,"18%",9,"Young adult",0,"Female",False
"HLA","Half-Life:Alyx","2020-03-01 00:00:00","Action","Valve","USA","Computer","20%","TR",0,"0%",9.3,"Young adult",0,"Female",False
"HLA","Half-Life:Alyx","2020-03-01 00:00:00","Action","Valve","USA","Computer","20%","TR",0,"0%",9.3,"Middle-aged",0,"Male",False
"HLA","Half-Life:Alyx","2020-03-01 00:00:00","Action","Valve","USA","Computer","20%","TR",0,"0%",9.3,"Middle-aged",0,"Male",False
"HLA","Half-Life:Alyx","2020-03-01 00:00:00","Action","Valve","USA","Computer","20%","TR",0,"0%",9.3,"Unknown",0,"Male",False
"HLA","Half-Life:Alyx","2020-03-01 00:00:00","Action","Valve","USA","Computer","20%","TR",0,"0%",9.3,"Middle-aged",0,"Male",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Female",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Female",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Non-binary",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Male",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Male",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Non-binary",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Male",False
"OAWW","Ori and the Will of the Wisps","2020-03-01 00:00:00","Action-adventure","Moon Studios","AUT","Multi","63%","TR",1,"10%",9,"Unknown",0,"Female",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Teenager",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Elderly",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Teenager",0,"Female",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Young adult",2,"Female",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Young adult",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Adult",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Teenager",0,"Female",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Elderly",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Adult",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Adult",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Unknown",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Unknown",0,"Male",False
"DQXI","Dragon Quest XI","2017-07-01 00:00:00","RPG","Square Enix","JPN","Multi","31%","TR",0,"0%",8.7,"Unknown",0,"Female",False
